Course,Equivalent
REL 564,SOC 564
REL 568,EALC 567
RSOC 270,SOC 270
RSOC 447,ENVS 447
RSOC 447,SOC 447
RST 224,PS 224
RST 225,PS 225
RST 230,HDFS 263
RST 230,KIN 230
RST 242,LA 242
RST 242,NRES 242
RST 314,CHLH 314
RST 314,HDFS 314
RST 314,PSYC 314
RST 314,REHB 314
RST 346,KIN 346
RST 346,MACS 346
RST 365,AHS 365
RST 365,CHLH 365
RST 365,KIN 365
RST 365,SHS 370
RST 390,CHLH 390
RST 390,KIN 390
RST 459,ANTH 460
RST 459,LA 460
RST 502,NRES 504
RST 560,CHLH 565
RST 560,KIN 565
RST 560,SHS 565
RST 570,ANTH 570
RUSS 115,REES 116
RUSS 220,CWL 227
RUSS 225,CWL 249
RUSS 261,HIST 261
RUSS 320,CWL 321
RUSS 322,CWL 324
RUSS 322,ENGL 322
RUSS 323,CWL 323
RUSS 323,ENGL 323
RUSS 325,CWL 325
RUSS 325,THEA 362
RUSS 335,CWL 335
RUSS 424,CWL 457
RUSS 444,CWL 444
RUSS 445,CWL 445
RUSS 460,CWL 440
RUSS 461,CWL 466
RUSS 535,CWL 535
SAME 150,ARAB 150
SAME 152,PS 152
SAME 208,ASST 208
SAME 208,CWL 208
SAME 208,REL 208
SAME 211,CWL 211
SAME 211,JS 211
SAME 212,CWL 212
SAME 212,JS 212
SAME 213,REL 213
SAME 214,REL 214
SAME 223,CWL 223
SAME 223,REL 223
SAME 260,REL 260
SAME 272,ANTH 272
SAME 272,GLBL 272
SAME 272,TURK 270
SAME 325,EPS 325
SAME 325,AFST 325
SAME 325,ASST 325
SAME 325,EURO 325
SAME 325,INFO 325
SAME 325,LAST 325
SAME 325,REES 325
SAME 341,CWL 341
SAME 341,JS 341
SAME 341,REL 340
SAME 350,CWL 350
SAME 350,REL 350
SAME 403,ANTH 403
SAME 403,GLBL 403
SAME 403,GWS 403
SAME 403,HIST 434
SAME 403,REL 403
SAME 408,PS 408
SAME 408,REL 408
SAME 410,REL 401
SAME 454,CWL 454
SAME 454,JS 454
SAME 481,REL 481
SAME 514,REL 514
SAME 520,REL 520
SAME 564,REL 564
SAME 564,SOC 564
SCAN 215,CWL 215
SCAN 225,HIST 254
SCAN 251,CWL 251
SCAN 251,MDVL 251
SCAN 251,REL 251
SCAN 252,CWL 252
SCAN 252,MDVL 252
SCAN 376,CWL 376
SCAN 376,EURO 376
SCAN 376,GWS 376
SCAN 463,CWL 463
SCAN 463,THEA 483
SCAN 470,CWL 470
SCAN 470,EURO 470
SCAN 472,CWL 472
SCAN 472,PHIL 472
SCAN 472,REL 472
SCAN 490,EURO 489
SCAN 490,MACS 490
SCAN 492,MACS 492
SCAN 505,MDVL 505
SCAN 506,MDVL 506
SCAN 576,CWL 586
SCAN 576,EURO 576
SCAN 576,GWS 576
SE 422,ECE 489
SE 422,ME 446
SE 520,ECE 528
SE 520,ME 546
SE 521,AE 555
SHS 221,LING 221
SHS 222,EPSY 222
SHS 231,AFRO 231
SHS 300,LING 300
SHS 301,LING 303
SHS 321,LING 321
SHS 370,AHS 365
SHS 370,CHLH 365
SHS 370,KIN 365
SHS 370,RST 365
SHS 375,AHS 375
SHS 375,KIN 375
SHS 427,LING 427
SHS 427,PSYC 427
SHS 500,LING 575
SHS 501,LING 576
SHS 565,CHLH 565
SHS 565,KIN 565
SHS 565,RST 565
SLAV 117,CWL 117
SLAV 277,CWL 277
SLAV 418,EURO 418
SLAV 418,FR 418
SLAV 418,GER 418
SLAV 418,ITAL 418
SLAV 418,LING 418
SLAV 418,PS 418
SLAV 418,SPAN 418
SLAV 419,MACS 419
SLAV 420,CWL 421
SLAV 420,HIST 436
SLAV 420,REL 420
SLAV 420,YDSH 420
SLAV 430,CLCV 430
SLAV 430,CWL 430
SLAV 430,ENGL 486
SLAV 430,GER 405
SLAV 430,SPAN 436
SLAV 430,TRST 431
SLAV 452,CWL 453
SLAV 477,CWL 477
SLAV 477,REES 477
SLAV 480,LING 480
SLAV 501,CWL 511
SLAV 501,EALC 511
SLAV 501,GER 511
SLAV 501,TRST 501
SLAV 502,CWL 512
SLAV 502,EALC 512
SLAV 502,GER 512
SLAV 502,TRST 502
SLAV 576,CWL 576
SLS 460,EIL 460
SLS 460,EPSY 487
SLS 460,FR 460
SLS 460,GER 460
SLS 460,ITAL 460
SLS 460,PORT 460
SLS 460,SPAN 460
SLS 580,EIL 580
SLS 580,FR 580
SLS 580,GER 580
SLS 580,ITAL 580
SLS 580,PORT 580
SLS 580,SPAN 580
SOC 130,GWS 100
SOC 130,HDFS 140
SOC 201,GWS 201
SOC 202,GWS 202
SOC 221,LLS 220
SOC 222,AFST 222
SOC 222,ANTH 222
SOC 222,PS 242
SOC 223,AFRO 226
SOC 223,GWS 226
SOC 224,AAS 224
SOC 255,GWS 255
SOC 261,GWS 261
SOC 270,RSOC 270
SOC 278,LLS 278
SOC 280,GEOG 280
SOC 320,GWS 370
SOC 321,LLS 320
SOC 321,GWS 320
SOC 322,GWS 340
SOC 322,HDFS 340
SOC 325,AFRO 342
SOC 328,AAS 328
SOC 345,GWS 345
SOC 345,INFO 345
SOC 345,MACS 345
SOC 355,AAS 355
SOC 355,LLS 355
SOC 387,LLS 387
SOC 392,GWS 392
SOC 392,LLS 392
SOC 422,HIST 450
SOC 422,LER 450
SOC 426,EPS 422
SOC 447,ENVS 447
SOC 447,RSOC 447
SOC 451,ATMS 446
SOC 451,GEOG 496
SOC 472,AFRO 481
SOC 472,UP 481
SOC 473,CHLH 473
SOC 473,LLS 473
SOC 473,SOCW 473
SOC 478,GEOG 438
SOC 564,REL 564
SOC 564,SAME 564
SOC 572,HDFS 533
SOC 572,UP 533
SOC 575,BADM 510
SOC 575,PS 514
SOC 575,PSYC 553
SOC 576,BADM 531
SOC 578,AFRO 552
SOC 578,HDFS 543
SOC 578,UP 578
SOC 579,EPSY 589
SOC 579,PSYC 589
SOC 580,MDIA 580
SOC 584,EPSY 584
SOC 584,PSYC 594
SOC 588,EPSY 588
SOC 588,PSYC 588
SOC 588,STAT 588
SOC 589,PSYC 509
SOCW 297,AAS 297
SOCW 297,HDFS 221
SOCW 335,UP 335
SOCW 350,CHLH 340
SOCW 412,LLS 412
SOCW 455,GWS 454
SOCW 457,CHLH 457
SOCW 473,CHLH 473
SOCW 473,LLS 473
SOCW 473,SOC 473
SOCW 535,LA 535
SOCW 535,UP 535
SOCW 554,HDFS 541
SOCW 554,LLS 554
SOCW 570,CHLH 530
SOCW 570,FSHN 530
SOCW 570,HDFS 551
SOCW 570,KIN 530
SOCW 570,NUTR 530
SOCW 571,CHLH 531
SOCW 571,FSHN 531
SOCW 571,HDFS 552
SOCW 571,KIN 531
SOCW 571,NUTR 531
SOCW 581,GWS 512
SOCW 581,WGGP 581
SPAN 232,LAST 232
SPAN 240,ENGL 224
SPAN 240,LLS 240
SPAN 242,ENGL 225
SPAN 242,LLS 242
SPAN 246,LLS 246
SPAN 308,LLS 308
SPAN 410,TRST 412
SPAN 418,EURO 418
SPAN 418,FR 418
SPAN 418,GER 418
SPAN 418,ITAL 418
SPAN 418,LING 418
SPAN 418,PS 418
SPAN 418,SLAV 418
SPAN 435,FR 462
SPAN 435,ITAL 435
SPAN 435,LING 462
SPAN 435,PORT 435
SPAN 435,RMLG 435
SPAN 436,CLCV 430
SPAN 436,CWL 430
SPAN 436,ENGL 486
SPAN 436,GER 405
SPAN 436,SLAV 430
SPAN 436,TRST 431
SPAN 442,LLS 442
SPAN 442,GWS 445
SPAN 460,EIL 460
SPAN 460,EPSY 487
SPAN 460,FR 460
SPAN 460,GER 460
SPAN 460,ITAL 460
SPAN 460,PORT 460
SPAN 460,SLS 460
SPAN 489,FR 481
SPAN 489,GER 489
SPAN 489,ITAL 489
SPAN 489,LING 489
SPAN 489,PORT 489
SPAN 535,CWL 562
SPAN 557,FR 559
SPAN 557,ITAL 559
SPAN 557,LING 559
SPAN 557,PORT 559
SPAN 557,RMLG 559
SPAN 571,PORT 571
SPAN 572,PORT 572
SPAN 580,EIL 580
SPAN 580,FR 580
SPAN 580,GER 580
SPAN 580,ITAL 580
SPAN 580,PORT 580
SPAN 580,SLS 580
SPAN 584,CI 584
SPAN 584,EALC 584
SPAN 584,EPSY 563
SPAN 584,FR 584
SPAN 584,GER 584
SPAN 584,ITAL 584
SPAN 584,LING 584
SPAN 584,PORT 584
SPAN 588,EALC 588
SPAN 588,FR 588
SPAN 588,GER 588
SPAN 588,ITAL 588
SPAN 588,LING 588
SPAN 588,PORT 588
SPED 322,PSYC 322
SPED 322,REHB 322
SPED 513,EPS 576
SPED 520,REHB 520
SPED 545,REHB 545
SPED 550,CI 550
SPED 550,EPOL 550
SPED 550,EPSY 573
SPED 575,EPSY 575
SPED 583,EPSY 583
STAT 107,CS 107
STAT 107,IS 107
STAT 361,CS 361
STAT 400,MATH 463
STAT 408,ASRM 401
STAT 409,ASRM 402
STAT 410,MATH 464
STAT 420,ASRM 450
STAT 428,CSE 428
STAT 431,ASRM 453
STAT 432,ASRM 451
STAT 440,CSE 440
STAT 448,CSE 448
STAT 458,ANSC 448
STAT 458,IB 487
STAT 525,CSE 525
STAT 530,ANSC 543
STAT 530,CHBE 571
STAT 530,MCB 571
STAT 541,ASRM 552
STAT 542,ASRM 551
STAT 542,CSE 542
STAT 543,CPSC 543
STAT 551,MATH 561
STAT 552,MATH 562
STAT 555,MATH 564
STAT 558,MATH 563
STAT 575,ECON 578
STAT 587,PSYC 587
STAT 587,EPSY 587
STAT 588,EPSY 588
STAT 588,PSYC 588
STAT 588,SOC 588
SWAH 201,AFST 231
SWAH 202,AFST 232
SWAH 403,AFST 433
SWAH 404,AFST 434
SWAH 405,AFST 435
SWAH 406,AFST 436
SWAH 407,AFST 405
SWAH 408,AFST 406
SWAH 409,AFST 407
SWAH 410,AFST 408
TAM 270,ME 270
TAM 324,CEE 300
TAM 413,ECE 473
TAM 427,AE 427
TAM 427,MSE 454
TAM 428,AE 428
TAM 428,MSE 456
TAM 461,BIOE 461
TAM 470,CSE 450
TAM 514,AE 551
TAM 516,AE 554
TAM 529,AE 529
TAM 570,CSE 560
TAM 574,CSE 517
TE 110,ENG 110
TE 230,ARTD 230
TE 345,ECE 345
THEA 210,CLCV 222
THEA 210,CWL 264
THEA 218,GWS 218
THEA 260,AAS 260
THEA 263,AFRO 212
THEA 323,CLCV 323
THEA 323,CWL 322
THEA 362,RUSS 325
THEA 362,CWL 325
THEA 417,GWS 417
THEA 418,GWS 418
THEA 483,CWL 463
THEA 483,SCAN 463
TMGT 366,BADM 366
TMGT 367,BADM 367
TMGT 460,BADM 460
TMGT 461,BADM 461
TRST 403,GER 403
TRST 412,SPAN 410
TRST 413,ARAB 413
TRST 415,LING 415
TRST 430,EALC 425
TRST 431,CLCV 430
TRST 431,CWL 430
TRST 431,ENGL 486
TRST 431,GER 405
TRST 431,SLAV 430
TRST 431,SPAN 436
TRST 501,CWL 511
TRST 501,EALC 511
TRST 501,GER 511
TRST 501,SLAV 501
TRST 502,CWL 512
TRST 502,EALC 512
TRST 502,GER 512
TRST 502,SLAV 502
TSM 430,ABE 430
TURK 270,ANTH 272
TURK 270,GLBL 272
TURK 270,SAME 272
UKR 218,CWL 218
UP 210,ACE 210
UP 210,ECON 210
UP 210,ENVS 210
UP 210,NRES 210
UP 335,SOCW 335
UP 406,ENVS 406
UP 430,CEE 417
UP 441,LA 441
UP 446,LA 446
UP 446,GEOG 446
UP 446,NRES 446
UP 466,LA 466
UP 480,LA 480
UP 481,AFRO 481
UP 481,SOC 472
UP 533,HDFS 533
UP 533,SOC 572
UP 535,LA 535
UP 535,SOCW 535
UP 552,ACE 552
UP 555,ACE 555
UP 576,CEE 592
UP 576,NRES 592
UP 578,AFRO 552
UP 578,HDFS 543
UP 578,SOC 578
UP 587,GEOG 587
VCM 510,ANSC 510
VCM 511,PATH 511
VCM 542,PATH 542
WLOF 201,AFST 241
WLOF 202,AFST 242
WLOF 403,AFST 443
WLOF 404,AFST 444
WLOF 405,AFST 445
WLOF 406,AFST 446
WLOF 407,AFST 447
WRIT 303,INFO 303
YDSH 220,CWL 221
YDSH 220,ENGL 223
YDSH 220,JS 220
YDSH 220,REL 220
YDSH 320,CWL 320
YDSH 320,ENGL 359
YDSH 320,JS 320
YDSH 320,REL 320
YDSH 420,CWL 421
YDSH 420,HIST 436
YDSH 420,REL 420
YDSH 420,SLAV 420
ZULU 201,AFST 251
ZULU 202,AFST 252
ZULU 403,AFST 451
ZULU 404,AFST 452
ZULU 405,AFST 453
ZULU 406,AFST 454
